n_alive,new_deaths,cum_deaths,meningitis.n_susceptible,meningitis.n_infected,meningitis.n_recovered,meningitis.n_exposed,meningitis.prevalence,meningitis.new_infections,meningitis.cum_infections,meningitis.rel_sus,meningitis.new_recoveries,meningitis.recovered,meningitis.exposed
1972.0,2.0,26.0,502.0,618.0,658.0,194.0,0.3133874239350913,35.0,927.0,0.9987945653858997,0.0,0.0,194.0
1971.0,1.0,28.0,503.0,600.0,680.0,188.0,0.30441400304414,32.0,959.0,0.9987513742320213,0.0,0.0,188.0
1970.0,1.0,29.0,503.0,583.0,683.0,201.0,0.29593908629441623,39.0,998.0,0.9987092291586512,0.0,0.0,201.0
1970.0,0.0,30.0,521.0,562.0,717.0,170.0,0.28527918781725886,39.0,1037.0,0.9986583657154094,0.0,0.0,170.0
1968.0,2.0,30.0,538.0,541.0,722.0,167.0,0.27489837398373984,38.0,1075.0,0.9986235832568603,0.0,0.0,167.0
1965.0,3.0,32.0,540.0,515.0,737.0,173.0,0.26208651399491095,34.0,1109.0,0.998585789659282,0.0,0.0,173.0
1964.0,1.0,35.0,562.0,528.0,718.0,156.0,0.26883910386965376,36.0,1145.0,0.9985424519193804,0.0,0.0,156.0
1962.0,2.0,36.0,597.0,521.0,692.0,152.0,0.2655453618756371,27.0,1172.0,0.9985037181130706,0.0,0.0,152.0
1961.0,1.0,38.0,607.0,519.0,686.0,149.0,0.26466088730239673,27.0,1199.0,0.9984650196800998,0.0,0.0,149.0
1957.0,4.0,39.0,617.0,502.0,670.0,168.0,0.2565150740929995,23.0,1222.0,0.9984263565881637,0.0,0.0,168.0
1956.0,1.0,43.0,632.0,505.0,642.0,177.0,0.2581799591002045,38.0,1260.0,0.9983780929428547,0.0,0.0,177.0
1955.0,1.0,44.0,650.0,516.0,631.0,158.0,0.2639386189258312,37.0,1297.0,0.9983308876752112,0.0,0.0,158.0
1952.0,3.0,45.0,659.0,510.0,617.0,166.0,0.2612704918032787,37.0,1334.0,0.9982887970237867,0.0,0.0,166.0
1951.0,1.0,48.0,664.0,517.0,620.0,150.0,0.26499231163505893,36.0,1370.0,0.9982426001174115,0.0,0.0,150.0
1949.0,2.0,49.0,669.0,515.0,619.0,146.0,0.2642380708055413,36.0,1406.0,0.9981996760795769,0.0,0.0,146.0
1947.0,2.0,51.0,661.0,509.0,599.0,178.0,0.2614278376990241,33.0,1439.0,0.9981573030690093,0.0,0.0,178.0
1943.0,4.0,53.0,661.0,538.0,588.0,156.0,0.27689140504374676,44.0,1483.0,0.9981047322106037,0.0,0.0,156.0
1940.0,3.0,57.0,652.0,537.0,598.0,153.0,0.2768041237113402,42.0,1525.0,0.9980614222523007,0.0,0.0,153.0
1939.0,1.0,60.0,675.0,528.0,608.0,128.0,0.2723053120165034,33.0,1558.0,0.9980166163647732,0.0,0.0,128.0
1937.0,2.0,61.0,696.0,518.0,598.0,125.0,0.2674238513164688,27.0,1585.0,0.9979825997677488,0.0,0.0,125.0
1937.0,0.0,63.0,682.0,518.0,594.0,143.0,0.2674238513164688,31.0,1616.0,0.9979455432727141,0.0,0.0,143.0
1935.0,2.0,63.0,661.0,521.0,592.0,161.0,0.26925064599483206,43.0,1659.0,0.9979018668652041,0.0,0.0,161.0
1934.0,1.0,65.0,644.0,548.0,590.0,152.0,0.28335056876938985,32.0,1691.0,0.9978474819729402,0.0,0.0,152.0
1933.0,1.0,66.0,622.0,561.0,582.0,168.0,0.2902224521469219,30.0,1721.0,0.9978041458095155,0.0,0.0,168.0
1929.0,4.0,67.0,613.0,572.0,592.0,152.0,0.2965266977708657,40.0,1761.0,0.9977529422953775,0.0,0.0,152.0
1929.0,0.0,71.0,614.0,554.0,603.0,158.0,0.2871954380508035,36.0,1797.0,0.9977095344056089,0.0,0.0,158.0
1927.0,2.0,71.0,613.0,550.0,604.0,160.0,0.28541774779449924,35.0,1832.0,0.9976640997942372,0.0,0.0,160.0
1924.0,3.0,73.0,607.0,564.0,615.0,138.0,0.29313929313929316,38.0,1870.0,0.9976166403121492,0.0,0.0,138.0
1924.0,0.0,76.0,616.0,560.0,606.0,142.0,0.2910602910602911,39.0,1909.0,0.9975702573538101,0.0,0.0,142.0
1924.0,0.0,76.0,602.0,542.0,637.0,143.0,0.2817047817047817,32.0,1941.0,0.9975280494813608,0.0,0.0,143.0
1922.0,2.0,76.0,598.0,528.0,666.0,130.0,0.27471383975026015,34.0,1975.0,0.9974858801549135,0.0,0.0,130.0
1922.0,0.0,78.0,596.0,535.0,669.0,122.0,0.27835587929240374,31.0,2006.0,0.9974452991119007,0.0,0.0,122.0
1920.0,2.0,78.0,603.0,526.0,663.0,128.0,0.27395833333333336,29.0,2035.0,0.9974032053565671,0.0,0.0,128.0
1919.0,1.0,80.0,622.0,530.0,633.0,134.0,0.2761855132881709,25.0,2060.0,0.9973657378919191,0.0,0.0,134.0
1917.0,2.0,81.0,632.0,523.0,625.0,137.0,0.2728221178925404,34.0,2094.0,0.9973239132073907,0.0,0.0,137.0
1916.0,1.0,83.0,632.0,522.0,619.0,143.0,0.27244258872651356,37.0,2131.0,0.9972810860035484,0.0,0.0,143.0
1913.0,3.0,84.0,631.0,532.0,602.0,148.0,0.2780972294824882,41.0,2172.0,0.9972362164805618,0.0,0.0,148.0
1912.0,1.0,87.0,651.0,527.0,604.0,130.0,0.2756276150627615,33.0,2205.0,0.9971830622113255,0.0,0.0,130.0
1909.0,3.0,88.0,643.0,524.0,597.0,145.0,0.2744892613933997,43.0,2248.0,0.9971434857846485,0.0,0.0,145.0
1908.0,1.0,91.0,629.0,537.0,601.0,141.0,0.28144654088050314,42.0,2290.0,0.9970950994201571,0.0,0.0,141.0
1908.0,0.0,92.0,619.0,535.0,602.0,152.0,0.280398322851153,42.0,2332.0,0.9970488386748724,0.0,0.0,152.0
1907.0,1.0,92.0,604.0,550.0,608.0,145.0,0.2884111169375983,40.0,2372.0,0.9969979369576656,0.0,0.0,145.0
1907.0,0.0,93.0,587.0,559.0,614.0,147.0,0.2931305715783954,34.0,2406.0,0.9969507242298501,0.0,0.0,147.0
1904.0,3.0,93.0,587.0,564.0,619.0,134.0,0.296218487394958,33.0,2439.0,0.9969058025242737,0.0,0.0,134.0
1904.0,0.0,96.0,577.0,555.0,625.0,147.0,0.2914915966386555,34.0,2473.0,0.996862524638947,0.0,0.0,147.0
1904.0,0.0,96.0,586.0,571.0,628.0,119.0,0.29989495798319327,37.0,2510.0,0.9968061886528126,0.0,0.0,119.0
1903.0,1.0,96.0,577.0,563.0,634.0,129.0,0.29584866001050975,33.0,2543.0,0.9967708603134519,0.0,0.0,129.0
1903.0,0.0,97.0,597.0,568.0,620.0,118.0,0.29847609038360484,33.0,2576.0,0.9967277056630206,0.0,0.0,118.0
1897.0,6.0,97.0,610.0,554.0,612.0,121.0,0.29204006325777543,31.0,2607.0,0.9966898294728253,0.0,0.0,121.0
1895.0,2.0,103.0,600.0,548.0,606.0,141.0,0.2891820580474934,27.0,2634.0,0.9966498922529193,0.0,0.0,141.0
1893.0,2.0,105.0,612.0,568.0,591.0,122.0,0.3000528262017961,42.0,2676.0,0.9966052763607239,0.0,0.0,122.0
1891.0,2.0,107.0,634.0,553.0,590.0,114.0,0.2924378635642517,39.0,2715.0,0.9965685597880297,0.0,0.0,114.0
1888.0,3.0,109.0,629.0,542.0,582.0,135.0,0.2870762711864407,30.0,2745.0,0.9965282094117349,0.0,0.0,135.0
1885.0,3.0,112.0,631.0,558.0,566.0,130.0,0.29602122015915117,40.0,2785.0,0.9964877884927298,0.0,0.0,130.0
1882.0,3.0,115.0,623.0,562.0,577.0,120.0,0.29861849096705634,39.0,2824.0,0.9964449575660046,0.0,0.0,120.0
1880.0,2.0,118.0,606.0,540.0,614.0,120.0,0.2872340425531915,22.0,2846.0,0.9964021657542812,0.0,0.0,120.0
1879.0,1.0,120.0,607.0,533.0,612.0,127.0,0.2836615220862161,25.0,2871.0,0.9963604713764544,0.0,0.0,127.0
1878.0,1.0,121.0,607.0,544.0,611.0,116.0,0.2896698615548456,38.0,2909.0,0.9963182858983768,0.0,0.0,116.0
1872.0,6.0,122.0,615.0,526.0,615.0,116.0,0.280982905982906,33.0,2942.0,0.9962782556550827,0.0,0.0,116.0
1872.0,0.0,128.0,613.0,524.0,610.0,125.0,0.2799145299145299,28.0,2970.0,0.9962345577279308,0.0,0.0,125.0
1870.0,2.0,128.0,607.0,539.0,609.0,115.0,0.28823529411764703,45.0,3015.0,0.996189312175637,0.0,0.0,115.0
1868.0,2.0,130.0,623.0,534.0,608.0,103.0,0.28586723768736616,31.0,3046.0,0.9961493997165648,0.0,0.0,103.0
1865.0,3.0,132.0,612.0,521.0,607.0,125.0,0.27935656836461126,34.0,3080.0,0.9961169321895424,0.0,0.0,125.0
1865.0,0.0,135.0,634.0,532.0,579.0,120.0,0.285254691689008,30.0,3110.0,0.9960795057719649,0.0,0.0,120.0
1864.0,1.0,135.0,641.0,528.0,582.0,113.0,0.2832618025751073,33.0,3143.0,0.9960396941601958,0.0,0.0,113.0
1862.0,2.0,136.0,645.0,518.0,583.0,116.0,0.2781954887218045,37.0,3180.0,0.9960004546094184,0.0,0.0,116.0
1859.0,3.0,138.0,644.0,514.0,583.0,118.0,0.27649273803119956,33.0,3213.0,0.9959617865972028,0.0,0.0,118.0
1859.0,0.0,141.0,649.0,538.0,573.0,99.0,0.2894029047875202,35.0,3248.0,0.9959183325680407,0.0,0.0,99.0
1856.0,3.0,141.0,660.0,528.0,569.0,99.0,0.28448275862068967,28.0,3276.0,0.9958834894766116,0.0,0.0,99.0
1855.0,1.0,144.0,651.0,520.0,555.0,129.0,0.2803234501347709,30.0,3306.0,0.9958476067986463,0.0,0.0,129.0
1852.0,3.0,145.0,632.0,529.0,555.0,136.0,0.28563714902807774,32.0,3338.0,0.9957972928996516,0.0,0.0,136.0
1852.0,0.0,148.0,635.0,531.0,551.0,135.0,0.2867170626349892,39.0,3377.0,0.9957486320594896,0.0,0.0,135.0
1850.0,2.0,148.0,626.0,536.0,561.0,127.0,0.2897297297297297,39.0,3416.0,0.995702158471873,0.0,0.0,127.0
1848.0,2.0,150.0,623.0,539.0,587.0,99.0,0.2916666666666667,39.0,3455.0,0.9956688296171801,0.0,0.0,99.0
