n_alive,new_deaths,cum_deaths,meningitis.n_susceptible,meningitis.n_infected,meningitis.n_recovered,meningitis.n_exposed,meningitis.prevalence,meningitis.new_infections,meningitis.cum_infections,meningitis.rel_sus,meningitis.new_recoveries,meningitis.recovered,meningitis.exposed
1972.0,2.0,26.0,503.0,613.0,662.0,194.0,0.31085192697768765,34.0,926.0,0.9987955715627803,0.0,0.0,194.0
1971.0,1.0,28.0,504.0,596.0,683.0,188.0,0.3023845763571791,33.0,959.0,0.998751876171753,0.0,0.0,188.0
1970.0,1.0,29.0,505.0,579.0,686.0,200.0,0.2939086294416244,39.0,998.0,0.9987097306399904,0.0,0.0,200.0
1970.0,0.0,30.0,524.0,558.0,720.0,168.0,0.283248730964467,39.0,1037.0,0.9986593777043122,0.0,0.0,168.0
1968.0,2.0,30.0,543.0,537.0,724.0,164.0,0.2728658536585366,38.0,1075.0,0.9986251014722107,0.0,0.0,164.0
1965.0,3.0,32.0,545.0,512.0,738.0,170.0,0.26055979643765903,34.0,1109.0,0.9985883207894115,0.0,0.0,170.0
1964.0,1.0,35.0,566.0,523.0,719.0,156.0,0.26629327902240324,34.0,1143.0,0.9985449807379755,0.0,0.0,156.0
1962.0,2.0,36.0,601.0,518.0,690.0,153.0,0.2640163098878695,27.0,1170.0,0.9985057374716038,0.0,0.0,153.0
1961.0,1.0,38.0,611.0,517.0,685.0,148.0,0.2636409994900561,27.0,1197.0,0.99846703719447,0.0,0.0,148.0
1957.0,4.0,39.0,621.0,500.0,669.0,167.0,0.2554931016862545,23.0,1220.0,0.9984283722600552,0.0,0.0,167.0
1956.0,1.0,43.0,634.0,503.0,641.0,178.0,0.25715746421267893,38.0,1258.0,0.9983806139245883,0.0,0.0,178.0
1955.0,1.0,44.0,651.0,514.0,630.0,160.0,0.2629156010230179,37.0,1295.0,0.9983323920534012,0.0,0.0,160.0
1952.0,3.0,45.0,656.0,507.0,617.0,172.0,0.25973360655737704,36.0,1331.0,0.9982897928774768,0.0,0.0,172.0
1951.0,1.0,48.0,660.0,515.0,623.0,153.0,0.2639671963095848,36.0,1367.0,0.9982420687546392,0.0,0.0,153.0
1949.0,2.0,49.0,662.0,512.0,622.0,153.0,0.26269881990764493,35.0,1402.0,0.9981991452020673,0.0,0.0,153.0
1947.0,2.0,51.0,656.0,507.0,603.0,181.0,0.26040061633281975,33.0,1435.0,0.9981552371946216,0.0,0.0,181.0
1943.0,4.0,53.0,654.0,535.0,595.0,159.0,0.2753474009264025,44.0,1479.0,0.9981031800500918,0.0,0.0,159.0
1940.0,3.0,57.0,646.0,536.0,606.0,152.0,0.27628865979381445,44.0,1523.0,0.9980588478548218,0.0,0.0,152.0
1939.0,1.0,60.0,669.0,526.0,618.0,126.0,0.2712738525012893,33.0,1556.0,0.9980145561455751,0.0,0.0,126.0
1937.0,2.0,61.0,692.0,516.0,605.0,124.0,0.26639132679401134,27.0,1583.0,0.9979805414300293,0.0,0.0,124.0
1937.0,0.0,63.0,678.0,517.0,600.0,142.0,0.26690758905524004,30.0,1613.0,0.9979439986419878,0.0,0.0,142.0
1935.0,2.0,63.0,658.0,520.0,595.0,162.0,0.268733850129199,44.0,1657.0,0.997900835472332,0.0,0.0,162.0
1934.0,1.0,65.0,642.0,548.0,590.0,154.0,0.28335056876938985,32.0,1689.0,0.9978459396947467,0.0,0.0,154.0
1933.0,1.0,66.0,618.0,563.0,581.0,171.0,0.2912571132953958,28.0,1717.0,0.997802074007834,0.0,0.0,171.0
1929.0,4.0,67.0,611.0,574.0,590.0,154.0,0.2975635044064282,41.0,1758.0,0.9977498392039963,0.0,0.0,154.0
1929.0,0.0,71.0,612.0,555.0,599.0,163.0,0.28771384136858474,37.0,1795.0,0.9977064341481013,0.0,0.0,163.0
1927.0,2.0,71.0,610.0,554.0,600.0,163.0,0.28749351323300465,35.0,1830.0,0.9976594525953811,0.0,0.0,163.0
1924.0,3.0,73.0,600.0,568.0,616.0,140.0,0.29521829521829523,38.0,1868.0,0.9976119973573104,0.0,0.0,140.0
1924.0,0.0,76.0,610.0,565.0,609.0,140.0,0.29365904365904366,39.0,1907.0,0.9975651020482346,0.0,0.0,140.0
1924.0,0.0,76.0,595.0,544.0,643.0,142.0,0.28274428274428276,32.0,1939.0,0.9975234154747048,0.0,0.0,142.0
1922.0,2.0,76.0,589.0,530.0,671.0,132.0,0.2757544224765869,35.0,1974.0,0.9974812503802272,0.0,0.0,132.0
1922.0,0.0,78.0,588.0,537.0,676.0,121.0,0.2793964620187305,31.0,2005.0,0.9974391237926852,0.0,0.0,121.0
1920.0,2.0,78.0,596.0,529.0,668.0,127.0,0.2755208333333333,29.0,2034.0,0.9973970356769125,0.0,0.0,127.0
1919.0,1.0,80.0,618.0,531.0,640.0,130.0,0.27670661803022406,24.0,2058.0,0.9973600492581983,0.0,0.0,130.0
1918.0,1.0,81.0,633.0,522.0,629.0,134.0,0.2721584984358707,34.0,2092.0,0.997320311199515,0.0,0.0,134.0
1917.0,1.0,82.0,629.0,523.0,619.0,146.0,0.2728221178925404,37.0,2129.0,0.9972774872851776,0.0,0.0,146.0
1914.0,3.0,83.0,627.0,535.0,601.0,151.0,0.27951933124346917,43.0,2172.0,0.9972310599756327,0.0,0.0,151.0
1913.0,1.0,86.0,647.0,531.0,601.0,134.0,0.2775744903293257,34.0,2206.0,0.9971768697001601,0.0,0.0,134.0
1910.0,3.0,87.0,638.0,530.0,594.0,148.0,0.2774869109947644,45.0,2251.0,0.9971362582133716,0.0,0.0,148.0
1909.0,1.0,90.0,623.0,544.0,600.0,142.0,0.28496595075956,44.0,2295.0,0.9970873580917154,0.0,0.0,142.0
1909.0,0.0,91.0,616.0,540.0,604.0,149.0,0.2828706128863279,41.0,2336.0,0.9970405840584505,0.0,0.0,149.0
1908.0,1.0,91.0,602.0,553.0,608.0,145.0,0.28983228511530396,38.0,2374.0,0.9969912509527655,0.0,0.0,145.0
1908.0,0.0,92.0,587.0,564.0,613.0,144.0,0.29559748427672955,34.0,2408.0,0.9969445646885774,0.0,0.0,144.0
1904.0,4.0,92.0,577.0,566.0,622.0,139.0,0.2972689075630252,40.0,2448.0,0.9968997273540567,0.0,0.0,139.0
1904.0,0.0,96.0,593.0,567.0,623.0,121.0,0.2977941176470588,29.0,2477.0,0.9968538610282803,0.0,0.0,121.0
1904.0,0.0,96.0,592.0,580.0,618.0,114.0,0.30462184873949577,37.0,2514.0,0.996810654741441,0.0,0.0,114.0
1903.0,1.0,96.0,595.0,567.0,633.0,108.0,0.2979506043089858,32.0,2546.0,0.9967706296946557,0.0,0.0,108.0
1903.0,0.0,97.0,591.0,562.0,606.0,144.0,0.2953231739358907,35.0,2581.0,0.9967343066130587,0.0,0.0,144.0
1897.0,6.0,97.0,582.0,576.0,600.0,139.0,0.3036373220875066,41.0,2622.0,0.9966823077919366,0.0,0.0,139.0
1895.0,2.0,103.0,575.0,588.0,601.0,131.0,0.31029023746701845,36.0,2658.0,0.9966293091975695,0.0,0.0,131.0
1893.0,2.0,105.0,575.0,587.0,600.0,131.0,0.31008980454305335,37.0,2695.0,0.996585784350519,0.0,0.0,131.0
1891.0,2.0,107.0,585.0,585.0,591.0,130.0,0.3093601269169751,34.0,2729.0,0.9965433465129399,0.0,0.0,130.0
1888.0,3.0,109.0,592.0,577.0,587.0,132.0,0.305614406779661,34.0,2763.0,0.9964999001706241,0.0,0.0,132.0
1885.0,3.0,112.0,605.0,570.0,610.0,100.0,0.30238726790450926,48.0,2811.0,0.9964604283340175,0.0,0.0,100.0
1882.0,3.0,115.0,608.0,556.0,612.0,106.0,0.29543039319872477,32.0,2843.0,0.9964297934718287,0.0,0.0,106.0
1880.0,2.0,118.0,611.0,533.0,624.0,112.0,0.2835106382978723,21.0,2864.0,0.9963896613951343,0.0,0.0,112.0
1879.0,1.0,120.0,604.0,536.0,614.0,125.0,0.2852581160191591,33.0,2897.0,0.9963495659687384,0.0,0.0,125.0
1877.0,2.0,121.0,617.0,548.0,598.0,114.0,0.29195524773574855,32.0,2929.0,0.9963079196272454,0.0,0.0,114.0
1873.0,4.0,123.0,615.0,527.0,595.0,136.0,0.2813667912439936,29.0,2958.0,0.9962716030920236,0.0,0.0,136.0
1872.0,1.0,127.0,622.0,544.0,575.0,131.0,0.2905982905982906,31.0,2989.0,0.9962215611125725,0.0,0.0,131.0
1871.0,1.0,128.0,620.0,540.0,593.0,118.0,0.28861571352218063,35.0,3024.0,0.996178973315875,0.0,0.0,118.0
1869.0,2.0,129.0,625.0,547.0,574.0,123.0,0.2926698769395399,39.0,3063.0,0.9961358952348343,0.0,0.0,123.0
1867.0,2.0,131.0,612.0,539.0,588.0,128.0,0.28869844670594536,29.0,3092.0,0.9960902106079657,0.0,0.0,128.0
1865.0,2.0,133.0,614.0,548.0,587.0,116.0,0.2938337801608579,37.0,3129.0,0.9960552954430442,0.0,0.0,116.0
1861.0,4.0,135.0,609.0,521.0,616.0,115.0,0.2799570123589468,25.0,3154.0,0.9960150172947722,0.0,0.0,115.0
1856.0,5.0,139.0,606.0,529.0,622.0,99.0,0.28502155172413796,36.0,3190.0,0.9959726354122368,0.0,0.0,99.0
1855.0,1.0,144.0,618.0,505.0,627.0,105.0,0.2722371967654987,27.0,3217.0,0.9959367137884979,0.0,0.0,105.0
1852.0,3.0,145.0,626.0,491.0,631.0,104.0,0.26511879049676024,29.0,3246.0,0.995899754710915,0.0,0.0,104.0
1852.0,0.0,148.0,642.0,485.0,614.0,111.0,0.26187904967602593,40.0,3286.0,0.9958655050333645,0.0,0.0,111.0
1848.0,4.0,148.0,642.0,504.0,582.0,120.0,0.2727272727272727,25.0,3311.0,0.9958259353391576,0.0,0.0,120.0
1846.0,2.0,152.0,651.0,511.0,560.0,124.0,0.2768147345612134,30.0,3341.0,0.9957805153572669,0.0,0.0,124.0
1844.0,2.0,154.0,661.0,519.0,542.0,122.0,0.2814533622559653,51.0,3392.0,0.9957378125022619,0.0,0.0,122.0
1843.0,1.0,156.0,672.0,515.0,535.0,121.0,0.27943570265870865,36.0,3428.0,0.9956930081273379,0.0,0.0,121.0
1842.0,1.0,157.0,666.0,519.0,535.0,122.0,0.28175895765472314,33.0,3461.0,0.9956619229616518,0.0,0.0,122.0
